data,capital,cenario,custo_projetado,modelo
2026-07-01,Rio de Janeiro,Conservador,814.5,Cenario-Inflacao
2026-08-01,Rio de Janeiro,Conservador,814.81,Cenario-Inflacao
2026-09-01,Rio de Janeiro,Conservador,827.82,Cenario-Inflacao
2026-10-01,Rio de Janeiro,Conservador,851.91,Cenario-Inflacao
2026-11-01,Rio de Janeiro,Conservador,863.18,Cenario-Inflacao
2026-12-01,Rio de Janeiro,Conservador,870.63,Cenario-Inflacao
2027-01-01,Rio de Janeiro,Conservador,866.37,Cenario-Inflacao
2027-02-01,Rio de Janeiro,Conservador,854.03,Cenario-Inflacao
2027-03-01,Rio de Janeiro,Conservador,869.13,Cenario-Inflacao
2027-04-01,Rio de Janeiro,Conservador,884.81,Cenario-Inflacao
2027-05-01,Rio de Janeiro,Conservador,881.55,Cenario-Inflacao
2027-06-01,Rio de Janeiro,Conservador,878.5,Cenario-Inflacao
2027-07-01,Rio de Janeiro,Conservador,863.37,Cenario-Inflacao
2027-08-01,Rio de Janeiro,Conservador,863.7,Cenario-Inflacao
2027-09-01,Rio de Janeiro,Conservador,877.49,Cenario-Inflacao
2027-10-01,Rio de Janeiro,Conservador,903.03,Cenario-Inflacao
2027-11-01,Rio de Janeiro,Conservador,914.97,Cenario-Inflacao
2027-12-01,Rio de Janeiro,Conservador,922.86,Cenario-Inflacao
2028-01-01,Rio de Janeiro,Conservador,918.35,Cenario-Inflacao
2028-02-01,Rio de Janeiro,Conservador,905.27,Cenario-Inflacao
2028-03-01,Rio de Janeiro,Conservador,921.27,Cenario-Inflacao
2028-04-01,Rio de Janeiro,Conservador,937.9,Cenario-Inflacao
2028-05-01,Rio de Janeiro,Conservador,934.45,Cenario-Inflacao
2028-06-01,Rio de Janeiro,Conservador,931.21,Cenario-Inflacao
2028-07-01,Rio de Janeiro,Conservador,915.17,Cenario-Inflacao
2028-08-01,Rio de Janeiro,Conservador,915.52,Cenario-Inflacao
2028-09-01,Rio de Janeiro,Conservador,930.14,Cenario-Inflacao
2028-10-01,Rio de Janeiro,Conservador,957.21,Cenario-Inflacao
2028-11-01,Rio de Janeiro,Conservador,969.87,Cenario-Inflacao
2028-12-01,Rio de Janeiro,Conservador,978.24,Cenario-Inflacao
2029-01-01,Rio de Janeiro,Conservador,973.45,Cenario-Inflacao
2029-02-01,Rio de Janeiro,Conservador,959.58,Cenario-Inflacao
2029-03-01,Rio de Janeiro,Conservador,976.55,Cenario-Inflacao
2029-04-01,Rio de Janeiro,Conservador,994.17,Cenario-Inflacao
2029-05-01,Rio de Janeiro,Conservador,990.51,Cenario-Inflacao
2029-06-01,Rio de Janeiro,Conservador,987.08,Cenario-Inflacao
2029-07-01,Rio de Janeiro,Conservador,970.08,Cenario-Inflacao
2029-08-01,Rio de Janeiro,Conservador,970.45,Cenario-Inflacao
2029-09-01,Rio de Janeiro,Conservador,985.95,Cenario-Inflacao
2029-10-01,Rio de Janeiro,Conservador,1014.64,Cenario-Inflacao
2029-11-01,Rio de Janeiro,Conservador,1028.06,Cenario-Inflacao
2029-12-01,Rio de Janeiro,Conservador,1036.93,Cenario-Inflacao
2030-01-01,Rio de Janeiro,Conservador,1031.86,Cenario-Inflacao
2030-02-01,Rio de Janeiro,Conservador,1017.16,Cenario-Inflacao
2030-03-01,Rio de Janeiro,Conservador,1035.14,Cenario-Inflacao
2030-04-01,Rio de Janeiro,Conservador,1053.82,Cenario-Inflacao
2030-05-01,Rio de Janeiro,Conservador,1049.95,Cenario-Inflacao
2030-06-01,Rio de Janeiro,Conservador,1046.3,Cenario-Inflacao
2030-07-01,Rio de Janeiro,Conservador,1028.29,Cenario-Inflacao
2030-08-01,Rio de Janeiro,Conservador,1028.68,Cenario-Inflacao
2030-09-01,Rio de Janeiro,Conservador,1045.1,Cenario-Inflacao
2030-10-01,Rio de Janeiro,Conservador,1075.52,Cenario-Inflacao
2030-11-01,Rio de Janeiro,Conservador,1089.74,Cenario-Inflacao
2030-12-01,Rio de Janeiro,Conservador,1099.15,Cenario-Inflacao
2026-04-01,Salvador,Otimista,625.44,Cenario-Inflacao
2026-05-01,Salvador,Otimista,624.89,Cenario-Inflacao
2026-06-01,Salvador,Otimista,625.39,Cenario-Inflacao
2026-07-01,Salvador,Otimista,625.99,Cenario-Inflacao
2026-08-01,Salvador,Otimista,615.85,Cenario-Inflacao
2026-09-01,Salvador,Otimista,615.65,Cenario-Inflacao
2026-10-01,Salvador,Otimista,619.07,Cenario-Inflacao
2026-11-01,Salvador,Otimista,627.07,Cenario-Inflacao
2026-12-01,Salvador,Otimista,638.54,Cenario-Inflacao
2027-01-01,Salvador,Otimista,632.93,Cenario-Inflacao
2027-02-01,Salvador,Otimista,629.48,Cenario-Inflacao
2027-03-01,Salvador,Otimista,634.5,Cenario-Inflacao
2027-04-01,Salvador,Otimista,644.2,Cenario-Inflacao
2027-05-01,Salvador,Otimista,643.64,Cenario-Inflacao
2027-06-01,Salvador,Otimista,644.16,Cenario-Inflacao
2027-07-01,Salvador,Otimista,644.77,Cenario-Inflacao
2027-08-01,Salvador,Otimista,634.32,Cenario-Inflacao
2027-09-01,Salvador,Otimista,634.12,Cenario-Inflacao
2027-10-01,Salvador,Otimista,637.65,Cenario-Inflacao
2027-11-01,Salvador,Otimista,645.88,Cenario-Inflacao
2027-12-01,Salvador,Otimista,657.7,Cenario-Inflacao
2028-01-01,Salvador,Otimista,651.92,Cenario-Inflacao
2028-02-01,Salvador,Otimista,648.37,Cenario-Inflacao
2028-03-01,Salvador,Otimista,653.53,Cenario-Inflacao
2028-04-01,Salvador,Otimista,663.53,Cenario-Inflacao
2028-05-01,Salvador,Otimista,662.95,Cenario-Inflacao
2028-06-01,Salvador,Otimista,663.48,Cenario-Inflacao
2028-07-01,Salvador,Otimista,664.11,Cenario-Inflacao
2028-08-01,Salvador,Otimista,653.35,Cenario-Inflacao
2028-09-01,Salvador,Otimista,653.14,Cenario-Inflacao
2028-10-01,Salvador,Otimista,656.77,Cenario-Inflacao
2028-11-01,Salvador,Otimista,665.26,Cenario-Inflacao
2028-12-01,Salvador,Otimista,677.43,Cenario-Inflacao
2029-01-01,Salvador,Otimista,671.48,Cenario-Inflacao
2029-02-01,Salvador,Otimista,667.82,Cenario-Inflacao
2029-03-01,Salvador,Otimista,673.14,Cenario-Inflacao
2029-04-01,Salvador,Otimista,683.44,Cenario-Inflacao
2029-05-01,Salvador,Otimista,682.84,Cenario-Inflacao
2029-06-01,Salvador,Otimista,683.39,Cenario-Inflacao
2029-07-01,Salvador,Otimista,684.03,Cenario-Inflacao
2029-08-01,Salvador,Otimista,672.95,Cenario-Inflacao
2029-09-01,Salvador,Otimista,672.74,Cenario-Inflacao
2029-10-01,Salvador,Otimista,676.48,Cenario-Inflacao
2029-11-01,Salvador,Otimista,685.22,Cenario-Inflacao
2029-12-01,Salvador,Otimista,697.76,Cenario-Inflacao
2030-01-01,Salvador,Otimista,691.62,Cenario-Inflacao
2030-02-01,Salvador,Otimista,687.85,Cenario-Inflacao
2030-03-01,Salvador,Otimista,693.33,Cenario-Inflacao
2030-04-01,Salvador,Otimista,703.94,Cenario-Inflacao
2030-05-01,Salvador,Otimista,703.32,Cenario-Inflacao
2030-06-01,Salvador,Otimista,703.89,Cenario-Inflacao
2030-07-01,Salvador,Otimista,704.55,Cenario-Inflacao
2030-08-01,Salvador,Otimista,693.14,Cenario-Inflacao
2030-09-01,Salvador,Otimista,692.92,Cenario-Inflacao
2030-10-01,Salvador,Otimista,696.77,Cenario-Inflacao
2030-11-01,Salvador,Otimista,705.77,Cenario-Inflacao
2030-12-01,Salvador,Otimista,718.69,Cenario-Inflacao
2026-04-01,Salvador,Moderado,626.19,Cenario-Inflacao
2026-05-01,Salvador,Moderado,626.4,Cenario-Inflacao
2026-06-01,Salvador,Moderado,627.66,Cenario-Inflacao
2026-07-01,Salvador,Moderado,629.01,Cenario-Inflacao
2026-08-01,Salvador,Moderado,619.57,Cenario-Inflacao
2026-09-01,Salvador,Moderado,620.12,Cenario-Inflacao
2026-10-01,Salvador,Moderado,624.32,Cenario-Inflacao
2026-11-01,Salvador,Moderado,633.14,Cenario-Inflacao
2026-12-01,Salvador,Moderado,645.51,Cenario-Inflacao
2027-01-01,Salvador,Moderado,640.6,Cenario-Inflacao
2027-02-01,Salvador,Moderado,637.88,Cenario-Inflacao
2027-03-01,Salvador,Moderado,643.74,Cenario-Inflacao
2027-04-01,Salvador,Moderado,654.37,Cenario-Inflacao
2027-05-01,Salvador,Moderado,654.59,Cenario-Inflacao
2027-06-01,Salvador,Moderado,655.9,Cenario-Inflacao
2027-07-01,Salvador,Moderado,657.32,Cenario-Inflacao
2027-08-01,Salvador,Moderado,647.45,Cenario-Inflacao
2027-09-01,Salvador,Moderado,648.02,Cenario-Inflacao
2027-10-01,Salvador,Moderado,652.41,Cenario-Inflacao
2027-11-01,Salvador,Moderado,661.63,Cenario-Inflacao
2027-12-01,Salvador,Moderado,674.55,Cenario-Inflacao
2028-01-01,Salvador,Moderado,669.43,Cenario-Inflacao
2028-02-01,Salvador,Moderado,666.58,Cenario-Inflacao
2028-03-01,Salvador,Moderado,672.71,Cenario-Inflacao
2028-04-01,Salvador,Moderado,683.82,Cenario-Inflacao
2028-05-01,Salvador,Moderado,684.04,Cenario-Inflacao
2028-06-01,Salvador,Moderado,685.42,Cenario-Inflacao
2028-07-01,Salvador,Moderado,686.9,Cenario-Inflacao
2028-08-01,Salvador,Moderado,676.58,Cenario-Inflacao
2028-09-01,Salvador,Moderado,677.18,Cenario-Inflacao
2028-10-01,Salvador,Moderado,681.77,Cenario-Inflacao
2028-11-01,Salvador,Moderado,691.41,Cenario-Inflacao
2028-12-01,Salvador,Moderado,704.91,Cenario-Inflacao
2029-01-01,Salvador,Moderado,699.56,Cenario-Inflacao
2029-02-01,Salvador,Moderado,696.58,Cenario-Inflacao
2029-03-01,Salvador,Moderado,702.98,Cenario-Inflacao
2029-04-01,Salvador,Moderado,714.59,Cenario-Inflacao
2029-05-01,Salvador,Moderado,714.83,Cenario-Inflacao
2029-06-01,Salvador,Moderado,716.26,Cenario-Inflacao
2029-07-01,Salvador,Moderado,717.81,Cenario-Inflacao
2029-08-01,Salvador,Moderado,707.03,Cenario-Inflacao
2029-09-01,Salvador,Moderado,707.66,Cenario-Inflacao
2029-10-01,Salvador,Moderado,712.45,Cenario-Inflacao
2029-11-01,Salvador,Moderado,722.52,Cenario-Inflacao
2029-12-01,Salvador,Moderado,736.63,Cenario-Inflacao
2030-01-01,Salvador,Moderado,731.04,Cenario-Inflacao
2030-02-01,Salvador,Moderado,727.93,Cenario-Inflacao
2030-03-01,Salvador,Moderado,734.61,Cenario-Inflacao
2030-04-01,Salvador,Moderado,746.75,Cenario-Inflacao
2030-05-01,Salvador,Moderado,746.99,Cenario-Inflacao
2030-06-01,Salvador,Moderado,748.5,Cenario-Inflacao
2030-07-01,Salvador,Moderado,750.11,Cenario-Inflacao
2030-08-01,Salvador,Moderado,738.85,Cenario-Inflacao
2030-09-01,Salvador,Moderado,739.5,Cenario-Inflacao
2030-10-01,Salvador,Moderado,744.51,Cenario-Inflacao
2030-11-01,Salvador,Moderado,755.03,Cenario-Inflacao
2030-12-01,Salvador,Moderado,769.78,Cenario-Inflacao
2026-04-01,Salvador,Conservador,626.94,Cenario-Inflacao
2026-05-01,Salvador,Conservador,627.89,Cenario-Inflacao
2026-06-01,Salvador,Conservador,629.9,Cenario-Inflacao
2026-07-01,Salvador,Conservador,632.01,Cenario-Inflacao
2026-08-01,Salvador,Conservador,623.26,Cenario-Inflacao
2026-09-01,Salvador,Conservador,624.55,Cenario-Inflacao
2026-10-01,Salvador,Conservador,629.53,Cenario-Inflacao
2026-11-01,Salvador,Conservador,639.19,Cenario-Inflacao
2026-12-01,Salvador,Conservador,652.44,Cenario-Inflacao
2027-01-01,Salvador,Conservador,648.26,Cenario-Inflacao
2027-02-01,Salvador,Conservador,646.27,Cenario-Inflacao
2027-03-01,Salvador,Conservador,652.98,Cenario-Inflacao
2027-04-01,Salvador,Conservador,664.55,Cenario-Inflacao
2027-05-01,Salvador,Conservador,665.56,Cenario-Inflacao
2027-06-01,Salvador,Conservador,667.69,Cenario-Inflacao
2027-07-01,Salvador,Conservador,669.93,Cenario-Inflacao
2027-08-01,Salvador,Conservador,660.65,Cenario-Inflacao
2027-09-01,Salvador,Conservador,662.02,Cenario-Inflacao
2027-10-01,Salvador,Conservador,667.3,Cenario-Inflacao
2027-11-01,Salvador,Conservador,677.54,Cenario-Inflacao
2027-12-01,Salvador,Conservador,691.59,Cenario-Inflacao
2028-01-01,Salvador,Conservador,687.15,Cenario-Inflacao
2028-02-01,Salvador,Conservador,685.04,Cenario-Inflacao
2028-03-01,Salvador,Conservador,692.16,Cenario-Inflacao
2028-04-01,Salvador,Conservador,704.43,Cenario-Inflacao
2028-05-01,Salvador,Conservador,705.5,Cenario-Inflacao
2028-06-01,Salvador,Conservador,707.76,Cenario-Inflacao
2028-07-01,Salvador,Conservador,710.12,Cenario-Inflacao
2028-08-01,Salvador,Conservador,700.29,Cenario-Inflacao
2028-09-01,Salvador,Conservador,701.75,Cenario-Inflacao
2028-10-01,Salvador,Conservador,707.34,Cenario-Inflacao
2028-11-01,Salvador,Conservador,718.19,Cenario-Inflacao
2028-12-01,Salvador,Conservador,733.09,Cenario-Inflacao
2029-01-01,Salvador,Conservador,728.38,Cenario-Inflacao
2029-02-01,Salvador,Conservador,726.15,Cenario-Inflacao
2029-03-01,Salvador,Conservador,733.69,Cenario-Inflacao
2029-04-01,Salvador,Conservador,746.69,Cenario-Inflacao
2029-05-01,Salvador,Conservador,747.83,Cenario-Inflacao
2029-06-01,Salvador,Conservador,750.22,Cenario-Inflacao
2029-07-01,Salvador,Conservador,752.73,Cenario-Inflacao
2029-08-01,Salvador,Conservador,742.31,Cenario-Inflacao
2029-09-01,Salvador,Conservador,743.85,Cenario-Inflacao
2029-10-01,Salvador,Conservador,749.78,Cenario-Inflacao
2029-11-01,Salvador,Conservador,761.28,Cenario-Inflacao
2029-12-01,Salvador,Conservador,777.07,Cenario-Inflacao
2030-01-01,Salvador,Conservador,772.09,Cenario-Inflacao
2030-02-01,Salvador,Conservador,769.72,Cenario-Inflacao
2030-03-01,Salvador,Conservador,777.71,Cenario-Inflacao
2030-04-01,Salvador,Conservador,791.5,Cenario-Inflacao
2030-05-01,Salvador,Conservador,792.7,Cenario-Inflacao
2030-06-01,Salvador,Conservador,795.23,Cenario-Inflacao
2030-07-01,Salvador,Conservador,797.89,Cenario-Inflacao
2030-08-01,Salvador,Conservador,786.85,Cenario-Inflacao
2030-09-01,Salvador,Conservador,788.48,Cenario-Inflacao
2030-10-01,Salvador,Conservador,794.76,Cenario-Inflacao
2030-11-01,Salvador,Conservador,806.96,Cenario-Inflacao
2030-12-01,Salvador,Conservador,823.69,Cenario-Inflacao
2026-04-01,São Luís,Otimista,613.02,Cenario-Inflacao
2026-05-01,São Luís,Otimista,616.12,Cenario-Inflacao
2026-06-01,São Luís,Otimista,625.33,Cenario-Inflacao
2026-07-01,São Luís,Otimista,629.42,Cenario-Inflacao
2026-08-01,São Luís,Otimista,640.82,Cenario-Inflacao
2026-09-01,São Luís,Otimista,636.74,Cenario-Inflacao
2026-10-01,São Luís,Otimista,648.87,Cenario-Inflacao
2026-11-01,São Luís,Otimista,650.05,Cenario-Inflacao
2026-12-01,São Luís,Otimista,653.19,Cenario-Inflacao
2027-01-01,São Luís,Otimista,642.16,Cenario-Inflacao
2027-02-01,São Luís,Otimista,644.16,Cenario-Inflacao
2027-03-01,São Luís,Otimista,632.3,Cenario-Inflacao
2027-04-01,São Luís,Otimista,631.41,Cenario-Inflacao
2027-05-01,São Luís,Otimista,634.61,Cenario-Inflacao
2027-06-01,São Luís,Otimista,644.09,Cenario-Inflacao
2027-07-01,São Luís,Otimista,648.31,Cenario-Inflacao
2027-08-01,São Luís,Otimista,660.04,Cenario-Inflacao
2027-09-01,São Luís,Otimista,655.84,Cenario-Inflacao
2027-10-01,São Luís,Otimista,668.34,Cenario-Inflacao
2027-11-01,São Luís,Otimista,669.55,Cenario-Inflacao
2027-12-01,São Luís,Otimista,672.79,Cenario-Inflacao
2028-01-01,São Luís,Otimista,661.42,Cenario-Inflacao
2028-02-01,São Luís,Otimista,663.48,Cenario-Inflacao
2028-03-01,São Luís,Otimista,651.27,Cenario-Inflacao
2028-04-01,São Luís,Otimista,650.35,Cenario-Inflacao
2028-05-01,São Luís,Otimista,653.64,Cenario-Inflacao
2028-06-01,São Luís,Otimista,663.41,Cenario-Inflacao
2028-07-01,São Luís,Otimista,667.76,Cenario-Inflacao
2028-08-01,São Luís,Otimista,679.84,Cenario-Inflacao
2028-09-01,São Luís,Otimista,675.52,Cenario-Inflacao
2028-10-01,São Luís,Otimista,688.39,Cenario-Inflacao
2028-11-01,São Luís,Otimista,689.64,Cenario-Inflacao
2028-12-01,São Luís,Otimista,692.97,Cenario-Inflacao
2029-01-01,São Luís,Otimista,681.26,Cenario-Inflacao
2029-02-01,São Luís,Otimista,683.39,Cenario-Inflacao
2029-03-01,São Luís,Otimista,670.81,Cenario-Inflacao
2029-04-01,São Luís,Otimista,669.86,Cenario-Inflacao
2029-05-01,São Luís,Otimista,673.25,Cenario-Inflacao
2029-06-01,São Luís,Otimista,683.32,Cenario-Inflacao
2029-07-01,São Luís,Otimista,687.79,Cenario-Inflacao
2029-08-01,São Luís,Otimista,700.24,Cenario-Inflacao
2029-09-01,São Luís,Otimista,695.78,Cenario-Inflacao
2029-10-01,São Luís,Otimista,709.04,Cenario-Inflacao
2029-11-01,São Luís,Otimista,710.33,Cenario-Inflacao
2029-12-01,São Luís,Otimista,713.76,Cenario-Inflacao
2030-01-01,São Luís,Otimista,701.7,Cenario-Inflacao
2030-02-01,São Luís,Otimista,703.89,Cenario-Inflacao
2030-03-01,São Luís,Otimista,690.93,Cenario-Inflacao
2030-04-01,São Luís,Otimista,689.96,Cenario-Inflacao
2030-05-01,São Luís,Otimista,693.45,Cenario-Inflacao
2030-06-01,São Luís,Otimista,703.82,Cenario-Inflacao
2030-07-01,São Luís,Otimista,708.42,Cenario-Inflacao
2030-08-01,São Luís,Otimista,721.24,Cenario-Inflacao
2030-09-01,São Luís,Otimista,716.66,Cenario-Inflacao
2030-10-01,São Luís,Otimista,730.31,Cenario-Inflacao
2030-11-01,São Luís,Otimista,731.64,Cenario-Inflacao
2030-12-01,São Luís,Otimista,735.17,Cenario-Inflacao
2026-04-01,São Luís,Moderado,613.76,Cenario-Inflacao
2026-05-01,São Luís,Moderado,617.61,Cenario-Inflacao
2026-06-01,São Luís,Moderado,627.6,Cenario-Inflacao
2026-07-01,São Luís,Moderado,632.47,Cenario-Inflacao
2026-08-01,São Luís,Moderado,644.69,Cenario-Inflacao
2026-09-01,São Luís,Moderado,641.36,Cenario-Inflacao
2026-10-01,São Luís,Moderado,654.37,Cenario-Inflacao
2026-11-01,São Luís,Moderado,656.34,Cenario-Inflacao
2026-12-01,São Luís,Moderado,660.31,Cenario-Inflacao
2027-01-01,São Luís,Moderado,649.94,Cenario-Inflacao
2027-02-01,São Luís,Moderado,652.75,Cenario-Inflacao
2027-03-01,São Luís,Moderado,641.51,Cenario-Inflacao
2027-04-01,São Luís,Moderado,641.38,Cenario-Inflacao
2027-05-01,São Luís,Moderado,645.4,Cenario-Inflacao
2027-06-01,São Luís,Moderado,655.84,Cenario-Inflacao
2027-07-01,São Luís,Moderado,660.93,Cenario-Inflacao
2027-08-01,São Luís,Moderado,673.7,Cenario-Inflacao
2027-09-01,São Luís,Moderado,670.22,Cenario-Inflacao
2027-10-01,São Luís,Moderado,683.81,Cenario-Inflacao
2027-11-01,São Luís,Moderado,685.88,Cenario-Inflacao
2027-12-01,São Luís,Moderado,690.03,Cenario-Inflacao
2028-01-01,São Luís,Moderado,679.19,Cenario-Inflacao
2028-02-01,São Luís,Moderado,682.12,Cenario-Inflacao
2028-03-01,São Luís,Moderado,670.37,Cenario-Inflacao
2028-04-01,São Luís,Moderado,670.24,Cenario-Inflacao
2028-05-01,São Luís,Moderado,674.44,Cenario-Inflacao
2028-06-01,São Luís,Moderado,685.35,Cenario-Inflacao
2028-07-01,São Luís,Moderado,690.67,Cenario-Inflacao
2028-08-01,São Luís,Moderado,704.02,Cenario-Inflacao
2028-09-01,São Luís,Moderado,700.38,Cenario-Inflacao
2028-10-01,São Luís,Moderado,714.58,Cenario-Inflacao
2028-11-01,São Luís,Moderado,716.74,Cenario-Inflacao
2028-12-01,São Luís,Moderado,721.08,Cenario-Inflacao
2029-01-01,São Luís,Moderado,709.75,Cenario-Inflacao
2029-02-01,São Luís,Moderado,712.82,Cenario-Inflacao
2029-03-01,São Luís,Moderado,700.54,Cenario-Inflacao
2029-04-01,São Luís,Moderado,700.4,Cenario-Inflacao
2029-05-01,São Luís,Moderado,704.79,Cenario-Inflacao
2029-06-01,São Luís,Moderado,716.19,Cenario-Inflacao
2029-07-01,São Luís,Moderado,721.75,Cenario-Inflacao
2029-08-01,São Luís,Moderado,735.7,Cenario-Inflacao
2029-09-01,São Luís,Moderado,731.9,Cenario-Inflacao
2029-10-01,São Luís,Moderado,746.74,Cenario-Inflacao
2029-11-01,São Luís,Moderado,749.0,Cenario-Inflacao
2029-12-01,São Luís,Moderado,753.53,Cenario-Inflacao
2030-01-01,São Luís,Moderado,741.69,Cenario-Inflacao
2030-02-01,São Luís,Moderado,744.9,Cenario-Inflacao
2030-03-01,São Luís,Moderado,732.07,Cenario-Inflacao
2030-04-01,São Luís,Moderado,731.92,Cenario-Inflacao
2030-05-01,São Luís,Moderado,736.51,Cenario-Inflacao
2030-06-01,São Luís,Moderado,748.42,Cenario-Inflacao
2030-07-01,São Luís,Moderado,754.23,Cenario-Inflacao
2030-08-01,São Luís,Moderado,768.8,Cenario-Inflacao
2030-09-01,São Luís,Moderado,764.83,Cenario-Inflacao
2030-10-01,São Luís,Moderado,780.34,Cenario-Inflacao
2030-11-01,São Luís,Moderado,782.7,Cenario-Inflacao
2030-12-01,São Luís,Moderado,787.43,Cenario-Inflacao
2026-04-01,São Luís,Conservador,614.49,Cenario-Inflacao
2026-05-01,São Luís,Conservador,619.08,Cenario-Inflacao
2026-06-01,São Luís,Conservador,629.84,Cenario-Inflacao
2026-07-01,São Luís,Conservador,635.48,Cenario-Inflacao
2026-08-01,São Luís,Conservador,648.53,Cenario-Inflacao
2026-09-01,São Luís,Conservador,645.95,Cenario-Inflacao
2026-10-01,São Luís,Conservador,659.83,Cenario-Inflacao
2026-11-01,São Luís,Conservador,662.61,Cenario-Inflacao
2026-12-01,São Luís,Conservador,667.41,Cenario-Inflacao
2027-01-01,São Luís,Conservador,657.71,Cenario-Inflacao
2027-02-01,São Luís,Conservador,661.33,Cenario-Inflacao
2027-03-01,São Luís,Conservador,650.72,Cenario-Inflacao
2027-04-01,São Luís,Conservador,651.36,Cenario-Inflacao
2027-05-01,São Luís,Conservador,656.22,Cenario-Inflacao
2027-06-01,São Luís,Conservador,667.63,Cenario-Inflacao
2027-07-01,São Luís,Conservador,673.61,Cenario-Inflacao
2027-08-01,São Luís,Conservador,687.44,Cenario-Inflacao
2027-09-01,São Luís,Conservador,684.7,Cenario-Inflacao
2027-10-01,São Luís,Conservador,699.42,Cenario-Inflacao
2027-11-01,São Luís,Conservador,702.37,Cenario-Inflacao
2027-12-01,São Luís,Conservador,707.45,Cenario-Inflacao
2028-01-01,São Luís,Conservador,697.17,Cenario-Inflacao
2028-02-01,São Luís,Conservador,701.01,Cenario-Inflacao
2028-03-01,São Luís,Conservador,689.76,Cenario-Inflacao
2028-04-01,São Luís,Conservador,690.44,Cenario-Inflacao
2028-05-01,São Luís,Conservador,695.6,Cenario-Inflacao
2028-06-01,São Luís,Conservador,707.68,Cenario-Inflacao
2028-07-01,São Luís,Conservador,714.02,Cenario-Inflacao
2028-08-01,São Luís,Conservador,728.69,Cenario-Inflacao
2028-09-01,São Luís,Conservador,725.79,Cenario-Inflacao
2028-10-01,São Luís,Conservador,741.38,Cenario-Inflacao
2028-11-01,São Luís,Conservador,744.51,Cenario-Inflacao
2028-12-01,São Luís,Conservador,749.9,Cenario-Inflacao
2029-01-01,São Luís,Conservador,739.0,Cenario-Inflacao
2029-02-01,São Luís,Conservador,743.07,Cenario-Inflacao
2029-03-01,São Luís,Conservador,731.14,Cenario-Inflacao
2029-04-01,São Luís,Conservador,731.86,Cenario-Inflacao
2029-05-01,São Luís,Conservador,737.33,Cenario-Inflacao
2029-06-01,São Luís,Conservador,750.14,Cenario-Inflacao
2029-07-01,São Luís,Conservador,756.86,Cenario-Inflacao
2029-08-01,São Luís,Conservador,772.41,Cenario-Inflacao
2029-09-01,São Luís,Conservador,769.33,Cenario-Inflacao
2029-10-01,São Luís,Conservador,785.87,Cenario-Inflacao
2029-11-01,São Luís,Conservador,789.18,Cenario-Inflacao
2029-12-01,São Luís,Conservador,794.89,Cenario-Inflacao
2030-01-01,São Luís,Conservador,783.34,Cenario-Inflacao
2030-02-01,São Luís,Conservador,787.66,Cenario-Inflacao
2030-03-01,São Luís,Conservador,775.01,Cenario-Inflacao
2030-04-01,São Luís,Conservador,775.78,Cenario-Inflacao
2030-05-01,São Luís,Conservador,781.57,Cenario-Inflacao
2030-06-01,São Luís,Conservador,795.15,Cenario-Inflacao
2030-07-01,São Luís,Conservador,802.28,Cenario-Inflacao
2030-08-01,São Luís,Conservador,818.75,Cenario-Inflacao
2030-09-01,São Luís,Conservador,815.49,Cenario-Inflacao
2030-10-01,São Luís,Conservador,833.02,Cenario-Inflacao
2030-11-01,São Luís,Conservador,836.53,Cenario-Inflacao
2030-12-01,São Luís,Conservador,842.59,Cenario-Inflacao
2026-04-01,São Paulo,Otimista,873.52,Cenario-Inflacao
2026-05-01,São Paulo,Otimista,869.06,Cenario-Inflacao
2026-06-01,São Paulo,Otimista,864.17,Cenario-Inflacao
2026-07-01,São Paulo,Otimista,851.12,Cenario-Inflacao
2026-08-01,São Paulo,Otimista,844.35,Cenario-Inflacao
2026-09-01,São Paulo,Otimista,852.53,Cenario-Inflacao
2026-10-01,São Paulo,Otimista,871.49,Cenario-Inflacao
2026-11-01,São Paulo,Otimista,889.38,Cenario-Inflacao
2026-12-01,São Paulo,Otimista,899.16,Cenario-Inflacao
2027-01-01,São Paulo,Otimista,876.63,Cenario-Inflacao
2027-02-01,São Paulo,Otimista,856.38,Cenario-Inflacao
2027-03-01,São Paulo,Otimista,870.16,Cenario-Inflacao
2027-04-01,São Paulo,Otimista,899.72,Cenario-Inflacao
2027-05-01,São Paulo,Otimista,895.13,Cenario-Inflacao
2027-06-01,São Paulo,Otimista,890.1,Cenario-Inflacao
2027-07-01,São Paulo,Otimista,876.65,Cenario-Inflacao
2027-08-01,São Paulo,Otimista,869.68,Cenario-Inflacao
2027-09-01,São Paulo,Otimista,878.1,Cenario-Inflacao
2027-10-01,São Paulo,Otimista,897.63,Cenario-Inflacao
2027-11-01,São Paulo,Otimista,916.06,Cenario-Inflacao
2027-12-01,São Paulo,Otimista,926.13,Cenario-Inflacao
2028-01-01,São Paulo,Otimista,902.93,Cenario-Inflacao
2028-02-01,São Paulo,Otimista,882.08,Cenario-Inflacao
2028-03-01,São Paulo,Otimista,896.26,Cenario-Inflacao
2028-04-01,São Paulo,Otimista,926.71,Cenario-Inflacao
2028-05-01,São Paulo,Otimista,921.99,Cenario-Inflacao
2028-06-01,São Paulo,Otimista,916.8,Cenario-Inflacao
2028-07-01,São Paulo,Otimista,902.95,Cenario-Inflacao
2028-08-01,São Paulo,Otimista,895.77,Cenario-Inflacao
2028-09-01,São Paulo,Otimista,904.45,Cenario-Inflacao
2028-10-01,São Paulo,Otimista,924.56,Cenario-Inflacao
